Column,2023_value,2024_best_match,Similarity_Score
CCSR Diagnosis Code,DIG006,DIG006,100.0
CCSR Diagnosis Code,MBD006,MBD006,100.0
CCSR Diagnosis Code,NEO050,NEO050,100.0
CCSR Diagnosis Code,INJ038,INJ038,100.0
CCSR Diagnosis Code,NEO004,NEO004,100.0
CCSR Diagnosis Code,NEO021,NEO021,100.0
CCSR Diagnosis Code,NEO052,NEO052,100.0
CCSR Diagnosis Code,MUS034,MUS034,100.0
CCSR Diagnosis Code,MBD023,MBD023,100.0
CCSR Diagnosis Code,NEO060,NEO060,100.0
CCSR Diagnosis Code,NEO001,NEO001,100.0
CCSR Diagnosis Code,INF004,INF004,100.0
CCSR Diagnosis Code,NEO031,NEO031,100.0
CCSR Diagnosis Code,CIR015,CIR015,100.0
CCSR Diagnosis Code,CIR002,CIR002,100.0
CCSR Diagnosis Code,NEO028,NEO028,100.0
CCSR Diagnosis Code,INJ040,INJ040,100.0
CCSR Diagnosis Code,NEO008,NEO008,100.0
CCSR Diagnosis Code,MAL009,MAL009,100.0
CCSR Diagnosis Code,NEO019,NEO019,100.0
CCSR Diagnosis Code,PRG007,PRG007,100.0
CCSR Diagnosis Code,NEO075,NEO075,100.0
CCSR Diagnosis Code,INJ018,INJ018,100.0
CCSR Diagnosis Code,NEO009,NEO009,100.0
CCSR Diagnosis Code,INJ047,INJ047,100.0
CCSR Diagnosis Code,NEO067,NEO067,100.0
CCSR Diagnosis Code,NEO057,NEO057,100.0
CCSR Diagnosis Code,SKN005,SKN005,100.0
CCSR Diagnosis Code,END002,END002,100.0
CCSR Diagnosis Code,NEO049,NEO049,100.0
CCSR Diagnosis Code,NEO056,NEO056,100.0
CCSR Diagnosis Code,EYE005,EYE005,100.0
CCSR Diagnosis Code,MUS015,MUS015,100.0
CCSR Diagnosis Code,CIR034,CIR034,100.0
CCSR Diagnosis Code,FAC008,FAC008,100.0
CCSR Diagnosis Code,PNL002,PNL002,100.0
CCSR Diagnosis Code,RSP015,RSP015,100.0
CCSR Diagnosis Code,CIR032,CIR032,100.0
CCSR Diagnosis Code,NEO027,NEO027,100.0
CCSR Diagnosis Code,NEO026,NEO026,100.0
CCSR Diagnosis Code,NEO078,NEO078,100.0
CCSR Diagnosis Code,MUS005,MUS005,100.0
CCSR Diagnosis Code,FAC009,FAC009,100.0
CCSR Diagnosis Code,INJ058,INJ055,83.33333333333334
CCSR Diagnosis Code,INJ061,INJ061,100.0
CCSR Diagnosis Code,INJ054,INJ054,100.0
CCSR Diagnosis Code,NEO007,NEO007,100.0
CCSR Diagnosis Code,INJ014,INJ014,100.0
CCSR Diagnosis Code,MUS021,MUS021,100.0
CCSR Diagnosis Code,EYE004,EYE004,100.0
CCSR Diagnosis Code,MBD013,MBD013,100.0
CCSR Diagnosis Code,EAR004,EAR004,100.0
CCSR Diagnosis Code,NEO040,NEO040,100.0
CCSR Diagnosis Code,MUS018,MUS018,100.0
CCSR Diagnosis Code,NEO047,NEO047,100.0
CCSR Diagnosis Code,NEO034,NEO034,100.0
CCSR Diagnosis Code,PNL010,PNL010,100.0
CCSR Diagnosis Code,GEN023,GEN023,100.0
CCSR Diagnosis Code,MUS027,MUS027,100.0
CCSR Diagnosis Code,INJ049,INJ049,100.0
CCSR Diagnosis Code,EYE011,EYE011,100.0
CCSR Diagnosis Code,INJ062,INJ062,100.0
CCSR Diagnosis Code,EYE007,EYE007,100.0
CCSR Diagnosis Code,NVS003,NVS003,100.0
CCSR Diagnosis Code,GEN008,GEN008,100.0
CCSR Diagnosis Code,MUS004,MUS004,100.0
CCSR Diagnosis Code,INJ069,INJ069,100.0
CCSR Diagnosis Code,NEO037,NEO037,100.0
CCSR Diagnosis Code,NEO055,NEO055,100.0
CCSR Diagnosis Code,INJ076,INJ076,100.0
CCSR Diagnosis Code,INJ070,INJ070,100.0
CCSR Diagnosis Code,MUS036,MUS036,100.0
CCSR Diagnosis Code,MUS008,MUS008,100.0
CCSR Diagnosis Code,MUS032,MUS032,100.0
CCSR Diagnosis Code,NEO005,NEO005,100.0
CCSR Diagnosis Code,MUS012,MUS012,100.0
CCSR Diagnosis Code,PNL008,PNL008,100.0
CCSR Diagnosis Code,FAC020,FAC020,100.0
CCSR Diagnosis Code,MUS031,MUS031,100.0
CCSR Diagnosis Code,FAC007,FAC007,100.0
CCSR Diagnosis Code,PNL011,PNL011,100.0
CCSR Diagnosis Code,INJ044,INJ044,100.0
CCSR Diagnosis Code,NEO054,NEO054,100.0
CCSR Diagnosis Code,NEO006,NEO006,100.0
CCSR Diagnosis Code,FAC013,FAC013,100.0
CCSR Diagnosis Code,FAC016,FAC016,100.0
CCSR Diagnosis Code,MUS019,MUS019,100.0
CCSR Diagnosis Code,NEO063,NEO063,100.0
CCSR Diagnosis Code,INJ051,INJ051,100.0
CCSR Diagnosis Code,INJ068,INJ068,100.0
CCSR Diagnosis Code,MUS020,MUS020,100.0
CCSR Diagnosis Code,BLD009,BLD009,100.0
CCSR Diagnosis Code,EAR005,EAR005,100.0
CCSR Diagnosis Code,XXX000,XXX000,100.0
CCSR Diagnosis Code,INJ052,INJ032,83.33333333333334
CCSR Diagnosis Code,FAC022,FAC022,100.0
CCSR Diagnosis Code,NVS022,NVS022,100.0
CCSR Diagnosis Code,GEN010,GEN010,100.0
CCSR Diagnosis Code,INJ057,INJ007,83.33333333333334
CCSR Diagnosis Code,INJ028,INJ028,100.0
CCSR Diagnosis Code,NEO053,NEO053,100.0
CCSR Diagnosis Code,INJ059,INJ059,100.0
CCSR Diagnosis Code,INJ050,INJ050,100.0
CCSR Diagnosis Code,INJ015,INJ015,100.0
CCSR Diagnosis Code,GEN024,GEN024,100.0
CCSR Diagnosis Code,FAC014,FAC014,100.0
CCSR Diagnosis Code,INJ064,INJ064,100.0
CCSR Diagnosis Code,INJ055,INJ055,100.0
CCSR Diagnosis Code,INJ060,INJ060,100.0
CCSR Diagnosis Code,INJ048,INJ048,100.0
CCSR Diagnosis Code,NEO042,NEO042,100.0
CCSR Diagnosis Code,MBD034,MBD034,100.0
CCSR Diagnosis Code,SYM018,SYM018,100.0
CCSR Diagnosis Code,MBD024,MBD024,100.0
CCSR Diagnosis Code,INJ075,INJ075,100.0
CCSR Diagnosis Code,PRG025,PRG025,100.0
CCSR Diagnosis Code,INJ067,INJ007,83.33333333333334
CCSR Diagnosis Code,FAC001,FAC001,100.0
CCSR Diagnosis Code,INJ053,INJ053,100.0
CCSR Diagnosis Code,PRG001,PRG001,100.0
CCSR Diagnosis Code,FAC012,FAC010,83.33333333333334
CCSR Diagnosis Code,INF011,INF011,100.0
CCSR Diagnosis Code,MBD027,MBD002,83.33333333333334
CCSR Diagnosis Description,Conditions due to neoplasm or the treatment of neoplasm,CONDITIONS DUE TO NEOPLASM OR THE TREATMENT OF NEOPLASM,100.0
CCSR Diagnosis Description,Acute pulmonary embolism,ACUTE PULMONARY EMBOLISM,100.0
CCSR Diagnosis Description,Septicemia,SEPTICEMIA,100.0
CCSR Diagnosis Description,Sickle cell trait/anemia,SICKLE CELL TRAIT/ANEMIA,100.0
CCSR Diagnosis Description,Diverticulosis and diverticulitis,DIVERTICULOSIS AND DIVERTICULITIS,100.0
CCSR Diagnosis Description,Nonspecific chest pain,NONSPECIFIC CHEST PAIN,100.0
CCSR Diagnosis Description,Urinary tract infections,URINARY TRACT INFECTIONS,100.0
CCSR Diagnosis Description,Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium,DIABETES OR ABNORMAL GLUCOSE TOLERANCE COMPLICATING PREGNANCY; CHILDBIRTH; OR THE PUERPERIUM,100.0
CCSR Diagnosis Description,"Malposition, disproportion or other labor complications","MALPOSITION, DISPROPORTION OR OTHER LABOR COMPLICATIONS",100.0
CCSR Diagnosis Description,Complications specified during childbirth,COMPLICATIONS SPECIFIED DURING CHILDBIRTH,100.0
CCSR Diagnosis Description,Previous C-section,PREVIOUS C-SECTION,100.0
CCSR Diagnosis Description,Alcohol-related disorders,ALCOHOL-RELATED DISORDERS,100.0
CCSR Diagnosis Description,Prolonged pregnancy,PROLONGED PREGNANCY,100.0
CCSR Diagnosis Description,Acute myocardial infarction,ACUTE MYOCARDIAL INFARCTION,100.0
CCSR Diagnosis Description,"Internal organ injury, initial encounter","INTERNAL ORGAN INJURY, INITIAL ENCOUNTER",100.0
CCSR Diagnosis Description,Hypertension and hypertensive-related conditions complicating pregnancy; childbirth; and the puerperium,HYPERTENSION AND HYPERTENSIVE-RELATED CONDITIONS COMPLICATING PREGNANCY; CHILDBIRTH; AND THE PUERPERIUM,100.0
CCSR Diagnosis Description,Asthma,ASTHMA,100.0
CCSR Diagnosis Description,Benign neoplasms,BENIGN NEOPLASMS,100.0
CCSR Diagnosis Description,"Uncomplicated pregnancy, delivery or puerperium","UNCOMPLICATED PREGNANCY, DELIVERY OR PUERPERIUM",100.0
CCSR Diagnosis Description,Other aftercare encounter,OTHER AFTERCARE ENCOUNTER,100.0
CCSR Diagnosis Description,Liveborn,LIVEBORN,100.0
CCSR Diagnosis Description,Pancreatic disorders (excluding diabetes),PANCREATIC DISORDERS (EXCLUDING DIABETES),100.0
CCSR Diagnosis Description,Respiratory failure; insufficiency; arrest,RESPIRATORY FAILURE; INSUFFICIENCY; ARREST,100.0
CCSR Diagnosis Description,Fluid and electrolyte disorders,FLUID AND ELECTROLYTE DISORDERS,100.0
CCSR Diagnosis Description,COVID-19,FLUID AND ELECTROLYTE DISORDERS,35.89743589743589
CCSR Diagnosis Description,Tendon and synovial disorders,TENDON AND SYNOVIAL DISORDERS,100.0
CCSR Diagnosis Description,Diabetes mellitus with complication,DIABETES MELLITUS WITH COMPLICATION,100.0
CCSR Diagnosis Description,Aortic; peripheral; and visceral artery aneurysms,AORTIC; PERIPHERAL; AND VISCERAL ARTERY ANEURYSMS,100.0
CCSR Diagnosis Description,Cardiac dysrhythmias,CARDIAC DYSRHYTHMIAS,100.0
CCSR Diagnosis Description,Opioid-related disorders,OPIOID-RELATED DISORDERS,100.0
CCSR Diagnosis Description,Biliary tract disease,BILIARY TRACT DISEASE,100.0
CCSR Diagnosis Description,Heart failure,HEART FAILURE,100.0
CCSR Diagnosis Description,Other specified and unspecified diseases of kidney and ureters,OTHER SPECIFIED AND UNSPECIFIED DISEASES OF KIDNEY AND URETERS,100.0
CCSR Diagnosis Description,Other specified and unspecified liver disease,OTHER SPECIFIED AND UNSPECIFIED LIVER DISEASE,100.0
CCSR Diagnosis Description,Epilepsy; convulsions,EPILEPSY; CONVULSIONS,100.0
CCSR Diagnosis Description,Muscle disorders,MUSCLE DISORDERS,100.0
CCSR Diagnosis Description,Respiratory signs and symptoms,RESPIRATORY SIGNS AND SYMPTOMS,100.0
CCSR Diagnosis Description,Syncope,SYNCOPE,100.0
CCSR Diagnosis Description,Multiple sclerosis,MULTIPLE SCLEROSIS,100.0
CCSR Diagnosis Description,Maternal care related to disorders of the placenta and placental implantation,MATERNAL CARE RELATED TO DISORDERS OF THE PLACENTA AND PLACENTAL IMPLANTATION,100.0
CCSR Diagnosis Description,Aplastic anemia,APLASTIC ANEMIA,100.0
CCSR Diagnosis Description,Nutritional anemia,NUTRITIONAL ANEMIA,100.0
CCSR Diagnosis Description,Other specified complications in pregnancy,OTHER SPECIFIED COMPLICATIONS IN PREGNANCY,100.0
CCSR Diagnosis Description,Secondary malignancies,SECONDARY MALIGNANCIES,100.0
CCSR Diagnosis Description,Other nervous system disorders (neither hereditary nor degenerative),OTHER NERVOUS SYSTEM DISORDERS (NEITHER HEREDITARY NOR DEGENERATIVE),100.0
CCSR Diagnosis Description,Postprocedural or postoperative digestive system complication,POSTPROCEDURAL OR POSTOPERATIVE DIGESTIVE SYSTEM COMPLICATION,100.0
CCSR Diagnosis Description,Allergic reactions,ALLERGIC REACTIONS,100.0
CCSR Diagnosis Description,Skin and subcutaneous tissue infections,SKIN AND SUBCUTANEOUS TISSUE INFECTIONS,100.0
CCSR Diagnosis Description,Female reproductive system cancers - ovary,FEMALE REPRODUCTIVE SYSTEM CANCERS - OVARY,100.0
CCSR Diagnosis Description,Coagulation and hemorrhagic disorders,COAGULATION AND HEMORRHAGIC DISORDERS,100.0
CCSR Diagnosis Description,"Parasitic, other specified and unspecified infections","PARASITIC, OTHER SPECIFIED AND UNSPECIFIED INFECTIONS",100.0
CCSR Diagnosis Description,Other specified and unspecified disorders of the ear,OTHER SPECIFIED AND UNSPECIFIED DISORDERS OF THE EAR,100.0
CCSR Diagnosis Description,"Complication of genitourinary device, implant or graft, initial encounter","COMPLICATION OF GENITOURINARY DEVICE, IMPLANT OR GRAFT, INITIAL ENCOUNTER",100.0
CCSR Diagnosis Description,Infective arthritis,INFECTIVE ARTHRITIS,100.0
CCSR Diagnosis Description,Transient cerebral ischemia,TRANSIENT CEREBRAL ISCHEMIA,100.0
CCSR Diagnosis Description,Abdominal pain and other digestive/abdomen signs and symptoms,ABDOMINAL PAIN AND OTHER DIGESTIVE/ABDOMEN SIGNS AND SYMPTOMS,100.0
CCSR Diagnosis Description,Other nervous system disorders (often hereditary or degenerative),OTHER NERVOUS SYSTEM DISORDERS (OFTEN HEREDITARY OR DEGENERATIVE),100.0
CCSR Diagnosis Description,Hypertension with complications and secondary hypertension,HYPERTENSION WITH COMPLICATIONS AND SECONDARY HYPERTENSION,100.0
CCSR Diagnosis Description,Chronic obstructive pulmonary disease and bronchiectasis,CHRONIC OBSTRUCTIVE PULMONARY DISEASE AND BRONCHIECTASIS,100.0
CCSR Diagnosis Description,Regional enteritis and ulcerative colitis,REGIONAL ENTERITIS AND ULCERATIVE COLITIS,100.0
CCSR Diagnosis Description,Hypotension,HYPOTENSION,100.0
CCSR Diagnosis Description,Maternal care related to fetal conditions,MATERNAL CARE RELATED TO FETAL CONDITIONS,100.0
CCSR Diagnosis Description,Noninfectious gastroenteritis,NONINFECTIOUS GASTROENTERITIS,100.0
CCSR Diagnosis Description,Acute bronchitis,ACUTE BRONCHITIS,100.0
CCSR Diagnosis Description,Nervous system pain and pain syndromes,NERVOUS SYSTEM PAIN AND PAIN SYNDROMES,100.0
CCSR Diagnosis Description,Headache; including migraine,HEADACHE; INCLUDING MIGRAINE,100.0
CCSR Diagnosis Description,Diseases of white blood cells,DISEASES OF WHITE BLOOD CELLS,100.0
CCSR Diagnosis Description,Suicidal ideation/attempt/intentional self-harm,SUICIDAL IDEATION/ATTEMPT/INTENTIONAL SELF-HARM,100.0
CCSR Diagnosis Description,Acute and unspecified renal failure,ACUTE AND UNSPECIFIED RENAL FAILURE,100.0
CCSR Diagnosis Description,Sequela of cerebral infarction and other cerebrovascular disease,SEQUELA OF CEREBRAL INFARCTION AND OTHER CEREBROVASCULAR DISEASE,100.0
CCSR Diagnosis Description,Influenza,INFLUENZA,100.0
CCSR Diagnosis Description,Abdominal hernia,ABDOMINAL HERNIA,100.0
CCSR Diagnosis Description,Other specified and unspecified lower respiratory disease,OTHER SPECIFIED AND UNSPECIFIED LOWER RESPIRATORY DISEASE,100.0
CCSR Diagnosis Description,Endocrine system cancers - pancreas,ENDOCRINE SYSTEM CANCERS - PANCREAS,100.0
CCSR Diagnosis Description,Nonrheumatic and unspecified valve disorders,NONRHEUMATIC AND UNSPECIFIED VALVE DISORDERS,100.0
CCSR Diagnosis Description,Anxiety and fear-related disorders,ANXIETY AND FEAR-RELATED DISORDERS,100.0
CCSR Diagnosis Description,Schizophrenia spectrum and other psychotic disorders,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,100.0
CCSR Diagnosis Description,Low back pain,LOW BACK PAIN,100.0
CCSR Diagnosis Description,Neonatal abstinence syndrome,NEONATAL ABSTINENCE SYNDROME,100.0
CCSR Diagnosis Description,Pneumonia (except that caused by tuberculosis),PNEUMONIA (EXCEPT THAT CAUSED BY TUBERCULOSIS),100.0
CCSR Diagnosis Description,Obesity,OBESITY,100.0
CCSR Diagnosis Description,Coma; stupor; and brain damage,COMA; STUPOR; AND BRAIN DAMAGE,100.0
CCSR Diagnosis Description,Encounter for antineoplastic therapies,ENCOUNTER FOR ANTINEOPLASTIC THERAPIES,100.0
CCSR Diagnosis Description,"Complication of cardiovascular device, implant or graft, initial encounter","COMPLICATION OF CARDIOVASCULAR DEVICE, IMPLANT OR GRAFT, INITIAL ENCOUNTER",100.0
CCSR Diagnosis Description,Conduction disorders,CONDUCTION DISORDERS,100.0
CCSR Diagnosis Description,Intestinal infection,INTESTINAL INFECTION,100.0
CCSR Diagnosis Description,Other specified bone disease and musculoskeletal deformities,OTHER SPECIFIED BONE DISEASE AND MUSCULOSKELETAL DEFORMITIES,100.0
CCSR Diagnosis Description,Cerebral infarction,CEREBRAL INFARCTION,100.0
CCSR Diagnosis Description,Osteoarthritis,OSTEOARTHRITIS,100.0
CCSR Diagnosis Description,Circulatory signs and symptoms,CIRCULATORY SIGNS AND SYMPTOMS,100.0
CCSR Diagnosis Description,Chronic rheumatic heart disease,CHRONIC RHEUMATIC HEART DISEASE,100.0
CCSR Diagnosis Description,Sleep wake disorders,SLEEP WAKE DISORDERS,100.0
CCSR Diagnosis Description,Other specified upper respiratory infections,OTHER SPECIFIED UPPER RESPIRATORY INFECTIONS,100.0
CCSR Diagnosis Description,Complications specified during the puerperium,COMPLICATIONS SPECIFIED DURING THE PUERPERIUM,100.0
CCSR Diagnosis Description,Perinatal infections,PERINATAL INFECTIONS,100.0
CCSR Diagnosis Description,Diseases of inner ear and related conditions,DISEASES OF INNER EAR AND RELATED CONDITIONS,100.0
CCSR Diagnosis Description,Nervous system cancers - brain,NERVOUS SYSTEM CANCERS - BRAIN,100.0
CCSR Diagnosis Description,Viral infection,VIRAL INFECTION,100.0
CCSR Diagnosis Description,Early or threatened labor,EARLY OR THREATENED LABOR,100.0
CCSR Diagnosis Description,Systemic lupus erythematosus and connective tissue disorders,SYSTEMIC LUPUS ERYTHEMATOSUS AND CONNECTIVE TISSUE DISORDERS,100.0
CCSR Diagnosis Description,Encephalitis,ENCEPHALITIS,100.0
CCSR Diagnosis Description,"Pleurisy, pleural effusion and pulmonary collapse","PLEURISY, PLEURAL EFFUSION AND PULMONARY COLLAPSE",100.0
CCSR Diagnosis Description,Scoliosis and other postural dorsopathic deformities,SCOLIOSIS AND OTHER POSTURAL DORSOPATHIC DEFORMITIES,100.0
CCSR Diagnosis Description,Acute phlebitis; thrombophlebitis and thromboembolism,ACUTE PHLEBITIS; THROMBOPHLEBITIS AND THROMBOEMBOLISM,100.0
CCSR Diagnosis Description,Hemolytic jaundice and perinatal jaundice,HEMOLYTIC JAUNDICE AND PERINATAL JAUNDICE,100.0
CCSR Diagnosis Description,Myelodysplastic syndrome (MDS),MYELODYSPLASTIC SYNDROME (MDS),100.0
CCSR Diagnosis Description,Nerve and nerve root disorders,NERVE AND NERVE ROOT DISORDERS,100.0
CCSR Diagnosis Description,Other specified and unspecified nutritional and metabolic disorders,OTHER SPECIFIED AND UNSPECIFIED NUTRITIONAL AND METABOLIC DISORDERS,100.0
CCSR Diagnosis Description,Sedative-related disorders,SEDATIVE-RELATED DISORDERS,100.0
CCSR Diagnosis Description,Depressive disorders,DEPRESSIVE DISORDERS,100.0
CCSR Diagnosis Description,Esophageal disorders,ESOPHAGEAL DISORDERS,100.0
CCSR Diagnosis Description,Aspiration pneumonitis,ASPIRATION PNEUMONITIS,100.0
CCSR Diagnosis Description,Appendicitis and other appendiceal conditions,APPENDICITIS AND OTHER APPENDICEAL CONDITIONS,100.0
CCSR Diagnosis Description,"Complication of other surgical or medical care, injury, initial encounter","COMPLICATION OF OTHER SURGICAL OR MEDICAL CARE, INJURY, INITIAL ENCOUNTER",100.0
CCSR Diagnosis Description,Spondylopathies/spondyloarthropathy (including infective),SPONDYLOPATHIES/SPONDYLOARTHROPATHY (INCLUDING INFECTIVE),100.0
CCSR Diagnosis Description,Polyhydramnios and other problems of amniotic cavity,POLYHYDRAMNIOS AND OTHER PROBLEMS OF AMNIOTIC CAVITY,100.0
CCSR Diagnosis Description,Intestinal obstruction and ileus,INTESTINAL OBSTRUCTION AND ILEUS,100.0
CCSR Diagnosis Description,Peritonitis and intra-abdominal abscess,PERITONITIS AND INTRA-ABDOMINAL ABSCESS,100.0
CCSR Diagnosis Description,Chronic kidney disease,CHRONIC KIDNEY DISEASE,100.0
CCSR Diagnosis Description,Breast cancer - all other types,BREAST CANCER - ALL OTHER TYPES,100.0
CCSR Diagnosis Description,Oculofacial plastics and orbital conditions,OCULOFACIAL PLASTICS AND ORBITAL CONDITIONS,100.0
CCSR Diagnosis Description,Other specified and unspecified perinatal conditions,OTHER SPECIFIED AND UNSPECIFIED PERINATAL CONDITIONS,100.0
CCSR Diagnosis Description,Genitourinary signs and symptoms,GENITOURINARY SIGNS AND SYMPTOMS,100.0
CCSR Diagnosis Description,"Open wounds to limbs, initial encounter","OPEN WOUNDS TO LIMBS, INITIAL ENCOUNTER",100.0
CCSR Diagnosis Description,Gastrointestinal cancers - liver,GASTROINTESTINAL CANCERS - LIVER,100.0
CCSR Diagnosis Description,"Fracture of head and neck, initial encounter","FRACTURE OF HEAD AND NECK, INITIAL ENCOUNTER",100.0
CCSR Diagnosis Description,Glaucoma,GLAUCOMA,100.0
CCSR Diagnosis Description,Other specified injury,OTHER SPECIFIED INJURY,100.0
CCSR Diagnosis Description,Other specified and unspecified gastrointestinal disorders,OTHER SPECIFIED AND UNSPECIFIED GASTROINTESTINAL DISORDERS,100.0
CCSR Diagnosis Description,Other specified female genital disorders,OTHER SPECIFIED FEMALE GENITAL DISORDERS,100.0
CCSR Diagnosis Description,Inflammatory diseases of female pelvic organs,INFLAMMATORY DISEASES OF FEMALE PELVIC ORGANS,100.0
CCSR Diagnosis Description,"Poisoning by drugs, initial encounter","POISONING BY DRUGS, INITIAL ENCOUNTER",100.0
CCSR Diagnosis Description,Polyneuropathies,POLYNEUROPATHIES,100.0
CCSR Diagnosis Description,"Traumatic brain injury (TBI); concussion, initial encounter","TRAUMATIC BRAIN INJURY (TBI); CONCUSSION, INITIAL ENCOUNTER",100.0
CCSR Diagnosis Description,"Fracture of the spine and back, initial encounter","FRACTURE OF THE SPINE AND BACK, INITIAL ENCOUNTER",100.0
CCSR Diagnosis Description,Coronary atherosclerosis and other heart disease,CORONARY ATHEROSCLEROSIS AND OTHER HEART DISEASE,100.0
CCSR Diagnosis Description,Bipolar and related disorders,BIPOLAR AND RELATED DISORDERS,100.0
CCSR Diagnosis Description,Gastrointestinal cancers - bile duct,GASTROINTESTINAL CANCERS - BILE DUCT,100.0
CCSR Diagnosis Description,Nervous system signs and symptoms,NERVOUS SYSTEM SIGNS AND SYMPTOMS,100.0
CCSR Diagnosis Description,Hepatic failure,HEPATIC FAILURE,100.0
CCSR Diagnosis Description,"Fracture of the neck of the femur (hip), initial encounter","FRACTURE OF THE NECK OF THE FEMUR (HIP), INITIAL ENCOUNTER",100.0
CCSR Diagnosis Description,"Fracture of torso, initial encounter","FRACTURE OF TORSO, INITIAL ENCOUNTER",100.0
CCSR Diagnosis Description,Otitis media,OTITIS MEDIA,100.0
CCSR Diagnosis Description,Lung disease due to external agents,LUNG DISEASE DUE TO EXTERNAL AGENTS,100.0
CCSR Diagnosis Description,Gastrointestinal cancers - stomach,GASTROINTESTINAL CANCERS - STOMACH,100.0
CCSR Diagnosis Description,Gastrointestinal cancers - colorectal,GASTROINTESTINAL CANCERS - COLORECTAL,100.0
CCSR Diagnosis Description,Myocarditis and cardiomyopathy,MYOCARDITIS AND CARDIOMYOPATHY,100.0
CCSR Diagnosis Description,Other general signs and symptoms,OTHER GENERAL SIGNS AND SYMPTOMS,100.0
CCSR Diagnosis Description,Pituitary disorders,PITUITARY DISORDERS,100.0
CCSR Diagnosis Description,Tuberculosis,TUBERCULOSIS,100.0
CCSR Diagnosis Description,Gastrointestinal hemorrhage,GASTROINTESTINAL HEMORRHAGE,100.0
CCSR Diagnosis Description,Gastritis and duodenitis,GASTRITIS AND DUODENITIS,100.0
CCSR Diagnosis Description,OB-related trauma to perineum and vulva,OB-RELATED TRAUMA TO PERINEUM AND VULVA,100.0
CCSR Diagnosis Description,Fever,FEVER,100.0
CCSR Diagnosis Description,"Fracture of the upper limb, initial encounter","FRACTURE OF THE UPPER LIMB, INITIAL ENCOUNTER",100.0
CCSR Diagnosis Description,Inflammatory conditions of male genital organs,INFLAMMATORY CONDITIONS OF MALE GENITAL ORGANS,100.0
CCSR Diagnosis Description,Disorders of teeth and gingiva,DISORDERS OF TEETH AND GINGIVA,100.0
CCSR Diagnosis Description,Peripheral and visceral vascular disease,PERIPHERAL AND VISCERAL VASCULAR DISEASE,100.0
CCSR Diagnosis Description,Acute posthemorrhagic anemia,ACUTE POSTHEMORRHAGIC ANEMIA,100.0
CCSR Diagnosis Description,HIV infection,HIV INFECTION,100.0
CCSR Diagnosis Description,Neurocognitive disorders,NEUROCOGNITIVE DISORDERS,100.0
CCSR Diagnosis Description,Pericarditis and pericardial disease,PERICARDITIS AND PERICARDIAL DISEASE,100.0
CCSR Diagnosis Description,Postprocedural or postoperative genitourinary system complication,POSTPROCEDURAL OR POSTOPERATIVE GENITOURINARY SYSTEM COMPLICATION,100.0
CCSR Diagnosis Description,"Burn and corrosion, initial encounter","BURN AND CORROSION, INITIAL ENCOUNTER",100.0
CCSR Diagnosis Description,Other specified and unspecified disorders of stomach and duodenum,OTHER SPECIFIED AND UNSPECIFIED DISORDERS OF STOMACH AND DUODENUM,100.0
CCSR Diagnosis Description,Other specified and unspecified mood disorders,OTHER SPECIFIED AND UNSPECIFIED MOOD DISORDERS,100.0
CCSR Diagnosis Description,Urinary system cancers - bladder,URINARY SYSTEM CANCERS - BLADDER,100.0
CCSR Diagnosis Description,Bone cancer,BONE CANCER,100.0
CCSR Diagnosis Description,"Burns and corrosion, subsequent encounter","BURNS AND CORROSION, SUBSEQUENT ENCOUNTER",100.0
CCSR Diagnosis Description,"Fracture of the lower limb (except hip), initial encounter","FRACTURE OF THE LOWER LIMB (EXCEPT HIP), INITIAL ENCOUNTER",100.0
CCSR Diagnosis Description,Other specified connective tissue disease,OTHER SPECIFIED CONNECTIVE TISSUE DISEASE,100.0
CCSR Diagnosis Description,Cardiac and circulatory congenital anomalies,CARDIAC AND CIRCULATORY CONGENITAL ANOMALIES,100.0
CCSR Diagnosis Description,Meningitis,MENINGITIS,100.0
CCSR Diagnosis Description,Diseases of mouth; excluding dental,DISEASES OF MOUTH; EXCLUDING DENTAL,100.0
CCSR Diagnosis Description,Spontaneous abortion and complications of spontaneous abortion,SPONTANEOUS ABORTION AND COMPLICATIONS OF SPONTANEOUS ABORTION,100.0
CCSR Diagnosis Description,Digestive congenital anomalies,DIGESTIVE CONGENITAL ANOMALIES,100.0
CCSR Diagnosis Description,"Musculoskeletal pain, not low back pain","MUSCULOSKELETAL PAIN, NOT LOW BACK PAIN",100.0
CCSR Diagnosis Description,Drug induced or toxic related condition,DRUG INDUCED OR TOXIC RELATED CONDITION,100.0
CCSR Diagnosis Description,Other specified substance-related disorders,OTHER SPECIFIED SUBSTANCE-RELATED DISORDERS,100.0
CCSR Diagnosis Description,"Complication of transplanted organs or tissue, initial encounter","COMPLICATION OF TRANSPLANTED ORGANS OR TISSUE, INITIAL ENCOUNTER",100.0
CCSR Diagnosis Description,Leukemia - all other types,LEUKEMIA - ALL OTHER TYPES,100.0
CCSR Diagnosis Description,Disorders of jaw,DISORDERS OF JAW,100.0
CCSR Diagnosis Description,Cardiac arrest and ventricular fibrillation,CARDIAC ARREST AND VENTRICULAR FIBRILLATION,100.0
CCSR Diagnosis Description,Other specified and unspecified endocrine disorders,OTHER SPECIFIED AND UNSPECIFIED ENDOCRINE DISORDERS,100.0
CCSR Diagnosis Description,Gangrene,GANGRENE,100.0
